latitude,longitude,chain,tractnum,ntanum
40.75732421875,-73.9671478271484,Equinox,5,21
40.70763,-74.010757,Equinox,1368,40
40.7527008,-73.975853,Equinox,1006,21
40.7298889,-74.0072403,Equinox,2000,105
40.759154,-73.97776,Equinox,8,20
40.754603,-73.9855725,Equinox,12,20
40.754603,-73.9855725,Equinox,12,20
40.754603,-73.9855725,Equinox,12,20
40.754603,-73.9855725,Equinox,12,20
40.754603,-73.9855725,Equinox,12,20
40.71156,-74.01533,Equinox,1579,40
40.7826652526855,-73.950309753418,Equinox,21,72
40.7567711,-73.9856262,Sephora,744,20
40.7664187252522,-73.9629656821489,Sephora,1502,148
40.7091827392578,-74.0100708007812,Sephora,850,40
40.7678905874491,-73.9824150502682,Sephora,1071,100
40.7591438,-73.9769592,Sephora,8,20
40.7501640319824,-73.989372253418,Sephora,742,20
40.7818832,-73.9807291,Sephora,1477,99
40.73907,-73.990905,Sephora,1544,104
40.7369363,-73.9896862,Sephora,1544,104
40.6887893676758,-74.0191040039062,Sephora,1534,194
40.757339,-73.977668,Sephora,1005,20
40.761173,-73.96859,Sephora,11,21
40.7818832,-73.9807291,Sephora,1477,99
40.7534790039062,-73.9800567626953,Sephora,1005,20
40.7561993318873,-73.9877258241177,Sephora,12,20
40.7678905874491,-73.9824150502682,Sephora,1071,100
40.72386,-73.99828,Sephora,1687,121
40.77908,-73.95536,Sephora,18,76
40.7664187252522,-73.9629656821489,Sephora,1502,148
40.794708,-73.966743,Sephora,1044,99
40.7091827392578,-74.0100708007812,Sephora,850,40
40.7402880430862,-74.0057795364871,Sephora,2133,105
40.7534790039062,-73.9800567626953,Sephora,1005,20
40.7627691009181,-73.9680640881349,Sephora,13,76
40.7627691009181,-73.9680640881349,Sephora,13,76
40.757339,-73.977668,Sephora,1005,20
40.7098903,-74.0125623,Sephora,1765,40
40.7326329499483,-74.0084411948919,Crunch,2000,105
40.7341524213552,-73.9914916455746,Crunch,794,105
40.744945526123,-73.9769973754883,Crunch,1199,82
40.7530157268047,-73.9877083897591,Crunch,743,20
40.70578,-74.0139465,Crunch,1765,40
40.7854309,-73.9760971,Crunch,2142,99
40.760963,-73.997597,Crunch,1782,13
40.7603183,-73.9647565,Crunch,761,21
40.73287,-73.98981,Crunch,793,124
40.7341524213552,-73.9914916455746,Crunch,794,105
40.7603183,-73.9647565,Crunch,761,21
40.726081,-73.996818,Crunch,957,105
40.744945526123,-73.9769973754883,Crunch,1199,82
40.72849,-73.99285,Crunch,1163,105
40.70578,-74.0139465,Crunch,1765,40
40.7530157268047,-73.9877083897591,Crunch,743,20
40.7326329499483,-74.0084411948919,Crunch,2000,105
40.73287,-73.98981,Crunch,793,124
40.7854309,-73.9760971,Crunch,2142,99
40.7603183,-73.9647565,Crunch,761,21
40.760963,-73.997597,Crunch,1782,13
40.7341524213552,-73.9914916455746,Crunch,794,105
40.73287,-73.98981,Crunch,793,124
40.7854309,-73.9760971,Crunch,2142,99
40.7603183,-73.9647565,Crunch,761,21
40.72849,-73.99285,Crunch,1163,105
40.70578,-74.0139465,Crunch,1765,40
40.7326329499483,-74.0084411948919,Crunch,2000,105
40.7530157268047,-73.9877083897591,Crunch,743,20
40.744945526123,-73.9769973754883,Crunch,1199,82
40.760963,-73.997597,Crunch,1782,13
40.7603183,-73.9647565,Crunch,761,21
40.7854309,-73.9760971,Crunch,2142,99
40.7341524213552,-73.9914916455746,Crunch,794,105
40.744945526123,-73.9769973754883,Crunch,1199,82
40.760963,-73.997597,Crunch,1782,13
40.73287,-73.98981,Crunch,793,124
40.7326329499483,-74.0084411948919,Crunch,2000,105
40.7530157268047,-73.9877083897591,Crunch,743,20
40.70578,-74.0139465,Crunch,1765,40
40.72849,-73.99285,Crunch,1163,105
40.70791,-74.0065,Crunch,850,40
40.7644081,-73.9837265,Crunch,1027,20
40.741859,-73.998528,Crunch,2076,104
40.7444865,-73.9962115,Crunch,2084,104
40.727405,-73.991802,Crunch,1163,105
40.7171949,-74.0051122,Crunch,2035,121
40.7760086,-73.9564285,Crunch,15,76
40.7467565922753,-73.9817398483679,Crunch,1294,20
40.7467565922753,-73.9817398483679,Crunch,1294,20
40.76612,-73.962844,Crunch,1502,148
40.7521913720998,-73.976790810445,Papyrus,1006,21
40.7816255,-73.9813903,Papyrus,1477,99
40.759615799519,-73.980557101912,Papyrus,8,20
40.75409,-73.98191,Papyrus,4,20
40.73051,-73.9926799,Papyrus,1163,105
40.7225899,-73.99758,Papyrus,1160,121
40.740985,-73.994735,Papyrus,2076,104
40.7756897,-73.9799421,Papyrus,20,100
40.7123049703046,-74.0081334114075,Papyrus,1998,121
40.740985,-73.994735,Papyrus,2076,104
40.7875299,-73.95415,Papyrus,2037,77
40.740985,-73.994735,Papyrus,2076,104
40.7454169221355,-73.9944778901193,Papyrus,2084,104
40.740721821785,-73.9893083274364,Papyrus,769,104
40.7657005,-73.965838,Papyrus,852,76
40.7706865897212,-73.9602370438248,Papyrus,853,76
40.7660827636719,-73.9574737548828,Papyrus,1503,148
40.7798832,-73.9550948,Papyrus,19,76
40.7816255,-73.9813903,Papyrus,1477,99
40.7678272,-73.9825576,Papyrus,1071,100
40.7168282079515,-74.0101061761379,Papyrus,1378,121
40.741428,-73.994316,Papyrus,2076,104
40.706359,-74.003814,Lids,850,40
40.759676,-73.984534,Lids,745,20
40.756976,-73.9888426,Lids,744,20
40.749147310853,-73.9884372800589,Lids,742,20
40.7495232,-73.9881439,Lids,742,20
40.729675,-73.99234,Lids,1163,105
40.7539397540196,-73.9815169472961,Lids,4,20
40.759741,-73.985008,Lids,745,20
40.7502403259277,-73.9969635009766,Sunglass Hut,1703,104
40.7341537624598,-74.0045412629843,Sunglass Hut,1838,105
40.757549,-73.977516,Sunglass Hut,1005,20
40.7582674920559,-73.9855311065912,Sunglass Hut,744,20
40.750133,-73.988128,Sunglass Hut,743,20
40.7249413,-73.9969864,Sunglass Hut,1160,121
40.7544289,-73.9828262,Sunglass Hut,4,20
40.7102928161621,-74.0099411010742,Sunglass Hut,1765,40
40.7305491539305,-73.9926263828028,Sunglass Hut,1163,105
40.7757922259938,-73.956465444458,LensCrafters,15,76
40.8017146356063,-73.9675063263893,LensCrafters,2129,94
40.752426,-73.975041,LensCrafters,1006,21
40.7395687096053,-73.9913051779099,LensCrafters,946,104
40.7549702789486,-73.971099609787,LensCrafters,1134,21
40.7757922259938,-73.956465444458,LensCrafters,15,76
40.7772623422613,-73.9817934576721,LensCrafters,2161,100
40.752426,-73.975041,LensCrafters,1006,21
40.7491190319746,-73.9886280846558,LensCrafters,742,20
40.7305298,-73.9926453,LensCrafters,1163,105
40.7491190319746,-73.9886280846558,LensCrafters,742,20
40.7578,-73.96605,LensCrafters,761,21
40.767566,-73.98138,LensCrafters,1028,20
40.752426,-73.975041,LensCrafters,1006,21
40.7367504249485,-73.9969351209869,LensCrafters,940,105
40.7395687096053,-73.9913051779099,LensCrafters,946,104
40.7772623422613,-73.9817934576721,LensCrafters,2161,100
40.763261,-73.95965,LensCrafters,1502,148
40.7549702789486,-73.971099609787,LensCrafters,1134,21
40.744911,-73.990761,LensCrafters,2075,104
40.7772623422613,-73.9817934576721,LensCrafters,2161,100
40.7330906104334,-73.9808864957008,LensCrafters,2104,125
40.7570428062838,-73.9822420630117,LensCrafters,4,20
40.7757922259938,-73.956465444458,LensCrafters,15,76
40.790828,-73.974209,LensCrafters,1318,99
40.7367504249485,-73.9969351209869,LensCrafters,940,105
40.790828,-73.974209,LensCrafters,1318,99
40.7051329005381,-74.0117090760574,LensCrafters,1369,40
40.72408,-74.002575,LensCrafters,1379,121
40.730774,-74.001976,LensCrafters,1999,105
40.730774,-74.001976,LensCrafters,1999,105
40.7409791278523,-73.9887363558197,LensCrafters,769,104
40.7578280147007,-73.9661247288361,LensCrafters,761,21
40.7051329005381,-74.0117090760574,LensCrafters,1369,40
40.7570428062838,-73.9822420630117,LensCrafters,4,20
40.767566,-73.98138,LensCrafters,1028,20
40.7570428062838,-73.9822420630117,LensCrafters,4,20
40.7570428062838,-73.9822420630117,LensCrafters,4,20
40.7523887323197,-73.9885199145638,Just Salad,743,20
40.757931551985,-73.973999591996,Just Salad,7,20
40.706897,-74.007211,Just Salad,1368,40
40.7491869,-73.9757667,Just Salad,1120,82
40.7593898,-73.9818726,Just Salad,745,20
40.757931551985,-73.973999591996,Just Salad,7,20
40.7593898,-73.9818726,Just Salad,745,20
40.7425925,-73.9930039,Just Salad,2075,104
40.7621893545417,-73.9875263592496,Just Salad,943,13
40.7309509434805,-73.9938705257176,Just Salad,768,105
40.7769012451172,-73.9549865722656,Just Salad,1550,72
40.7523887323197,-73.9885199145638,Just Salad,743,20
40.7666332417486,-73.9567294566904,Just Salad,1481,148
40.7666332417486,-73.9567294566904,Just Salad,1481,148
40.7266553,-74.0074464,Just Salad,1686,121
40.7266553,-74.0074464,Just Salad,1686,121
40.7266553,-74.0074464,Just Salad,1686,121
40.7266553,-74.0074464,Just Salad,1686,121
40.759769,-73.969665,Just Salad,6,21
40.703807,-74.011947,Just Salad,1369,40
40.703807,-74.011947,Just Salad,1369,40
40.7504741,-73.9890787,Just Salad,743,20
40.7775917,-73.9817886,Just Salad,2161,100
40.7593898,-73.9818726,Just Salad,745,20
40.7413843,-74.0011314,Just Salad,945,104
40.757931551985,-73.973999591996,Just Salad,7,20
40.757931551985,-73.973999591996,Just Salad,7,20
40.757931551985,-73.973999591996,Just Salad,7,20
40.757931551985,-73.973999591996,Just Salad,7,20
40.7127085525626,-74.0084012669113,Just Salad,1998,121
40.7127085525626,-74.0084012669113,Just Salad,1998,121
40.7127085525626,-74.0084012669113,Just Salad,1998,121
40.7775917,-73.9817886,Just Salad,2161,100
40.7504741,-73.9890787,Just Salad,743,20
40.7621893545417,-73.9875263592496,Just Salad,943,13
40.7406215358607,-73.9858912208477,Just Salad,2089,86
40.7621893545417,-73.9875263592496,Just Salad,943,13
40.746204,-73.993705,Just Salad,939,20
40.7477243197283,-73.9932862510295,Panera Bread,939,20
40.7477243197283,-73.9932862510295,Panera Bread,939,20
40.7795028686523,-73.9563293457031,Panera Bread,18,76
40.751879,-73.982348,Panera Bread,1702,20
40.751879,-73.982348,Panera Bread,1702,20
40.7350104752517,-73.9895647019421,Panera Bread,2086,86
40.747596988536,-73.9854515343972,Panera Bread,1518,20
40.7795028686523,-73.9563293457031,Panera Bread,18,76
40.7400513,-73.9866791,Panera Bread,769,104
40.7400513,-73.9866791,Panera Bread,769,104
40.751879,-73.982348,Panera Bread,1702,20
40.707,-74.006858,Potbelly Sandwich Shop,850,40
40.752122,-73.974231,Potbelly Sandwich Shop,1006,21
40.7591903,-73.9790214,Potbelly Sandwich Shop,8,20
40.7373257,-73.9911054,Potbelly Sandwich Shop,1544,104
40.7529851,-73.9889681,Potbelly Sandwich Shop,743,20
40.7144274919033,-74.0059661865234,Potbelly Sandwich Shop,2034,121
40.749097,-73.984606,Potbelly Sandwich Shop,1518,20
40.7571487323325,-73.9704740173594,Potbelly Sandwich Shop,6,21
40.703796,-74.011962,Potbelly Sandwich Shop,1369,40
40.763013,-73.97677,Potbelly Sandwich Shop,8,20
40.7410815,-73.9853174,Potbelly Sandwich Shop,2089,86
40.7558508,-73.980492,Potbelly Sandwich Shop,4,20
40.747403,-73.992827,Potbelly Sandwich Shop,939,20
40.7369772,-73.9955415,Potbelly Sandwich Shop,946,104
40.7100918353466,-74.0072008443695,Potbelly Sandwich Shop,1135,40
40.7512376718107,-73.9792253429577,Potbelly Sandwich Shop,1429,82
40.78165,-73.97965,Soul Cycle,1477,99
40.7770506480716,-73.9555294923923,Soul Cycle,15,76
40.78165,-73.97965,Soul Cycle,1477,99
40.7645366,-73.9660745,Soul Cycle,13,76
40.7507327,-73.9907964,H and M,742,20
40.808681721064,-73.946852945074,H and M,1278,17
40.7498341967208,-73.9872878220902,H and M,1518,20
40.723674,-73.997596,H and M,1160,121
40.7596755792438,-73.9762687683105,H and M,7,20
40.7386042192466,-73.9914264490738,H and M,1544,104
40.7226799,-73.99928,H and M,1687,121
40.7226799,-73.99928,H and M,1687,121
40.75357,-73.980346,H and M,1005,20
40.77901,-73.95545,H and M,18,76
40.7498341967208,-73.9872878220902,H and M,1518,20
40.77901,-73.95545,H and M,18,76
40.76188,-73.96826,H and M,11,21
40.75186,-73.98796,H and M,743,20
40.7678039413705,-73.9815169682312,H and M,1028,20
40.7497896999121,-73.987790197134,H and M,742,20
40.7498341967208,-73.9872878220902,H and M,1518,20
40.7560539,-73.9857802,H and M,744,20
40.7560539,-73.9857802,H and M,744,20
40.7507327,-73.9907964,H and M,742,20
40.76188,-73.96826,H and M,11,21
40.7570351618143,-73.9780393496503,H and M,1005,20
40.7570351618143,-73.9780393496503,H and M,1005,20
40.7495301,-73.98817,H and M,742,20
40.7296486,-74.0018234,American Apparel,1052,105
40.7225761,-73.9881821,American Apparel,766,122
40.76324,-73.96577,American Apparel,13,76
40.732799,-74.000526,American Apparel,1140,105
40.769332,-73.982643,American Apparel,1071,100
40.7238,-74.0002,American Apparel,1687,121
40.728569,-73.993698,American Apparel,1163,105
40.7170599,-74.00822,American Apparel,2035,121
40.769332,-73.982643,American Apparel,1071,100
40.76324,-73.96577,American Apparel,13,76
40.7431163,-74.0002607,American Apparel,2077,104
40.739998,-73.98526,American Apparel,2089,86
40.73926,-73.99147,American Apparel,946,104
40.8093795776367,-73.9500427246094,American Apparel,1278,17
40.759281,-73.991607,American Apparel,944,13
40.7198938,-74.0016366,American Apparel,1379,121
40.74805,-73.99241,American Apparel,939,20
40.8039967,-73.9671343,American Apparel,2129,94
40.7798538,-73.981926,American Apparel,1476,100
40.7225761,-73.9881821,American Apparel,766,122
40.7588669768551,-73.9789134263992,J Crew,8,20
40.7545000831232,-73.9777694642544,J Crew,1005,20
40.768708,-73.982936,J Crew,1071,100
40.768708,-73.982936,J Crew,1071,100
40.7375956449583,-73.9920528978109,J Crew,1544,104
40.7249052153052,-73.9987175818987,J Crew,1687,121
40.719471,-74.005883,J Crew,2035,121
40.719471,-74.005883,J Crew,2035,121
40.7215179989573,-73.999801799655,J Crew,935,121
40.7215179989573,-73.999801799655,J Crew,935,121
40.7763807519267,-73.9618111015898,J Crew,1759,76
40.7591286,-73.9795837,J Crew,8,20
40.7069896906614,-74.0032839775085,J Crew,1135,40
40.7677397487584,-73.9680140552254,J Crew,1008,76
40.7173509309835,-74.0088254213333,J Crew,2035,121
40.7215179989573,-73.999801799655,J Crew,935,121
40.719471,-74.005883,J Crew,2035,121
40.7135542979645,-74.0151889622211,J Crew,1579,40
40.7215179989573,-73.999801799655,J Crew,935,121
40.719471,-74.005883,J Crew,2035,121
40.7140981395403,-74.0161049365998,J Crew,1579,40
40.7296562194824,-74.0017700195312,Banana Republic,1052,105
40.7621765136719,-73.9687271118164,Banana Republic,11,21
40.7654966,-73.9638466,Banana Republic,852,76
40.788360999372,-73.976049956612,Banana Republic,746,99
40.74942,-73.98577,Banana Republic,1518,20
40.75195,-73.97685,Banana Republic,1006,21
40.775779,-73.979637,Banana Republic,20,100
40.7407837,-74.0019608,Banana Republic,1078,104
40.75872900236,-73.9773141231352,Banana Republic,8,20
40.75872900236,-73.9773141231352,Banana Republic,8,20
40.737922,-73.992782,Banana Republic,946,104
40.7654966,-73.9638466,Banana Republic,852,76
40.7743797,-73.9819107,Banana Republic,20,100
40.7236099,-73.9981079,Banana Republic,1160,121
40.75195,-73.97685,Banana Republic,1006,21
40.7135506,-74.0149002,Banana Republic,1579,40
40.788360999372,-73.976049956612,Banana Republic,746,99
40.709135,-74.017156,Banana Republic,1580,40
40.7788842173633,-73.9536923774847,Banana Republic,17,72
40.738189,-73.991546,Banana Republic,1544,104
40.7096142321825,-74.0113869309425,Banana Republic,1765,40
40.7360412760173,-73.9912879694301,American Eagle Outfitters,1544,104
40.7491645812988,-73.9869995117188,American Eagle Outfitters,1518,20
40.7254028320312,-73.9973983764648,American Eagle Outfitters,1687,121
40.7296684213703,-73.9872966706753,16 Handles,2105,124
40.7296684213703,-73.9872966706753,16 Handles,2105,124
40.7750534051751,-73.9541164040565,16 Handles,1550,72
40.7806968042542,-73.9798521995545,16 Handles,2162,99
40.736282,-73.9972,16 Handles,940,105
40.795947,-73.970419,16 Handles,1320,99
40.7428655978624,-74.0000197291375,16 Handles,2076,104
40.742844,-73.999878,16 Handles,2076,104
40.7431501004417,-73.9802625775337,16 Handles,1293,82
40.7227654,-73.9972075,16 Handles,1160,121
40.722767,-73.9972,16 Handles,1160,121
40.7308737947548,-74.0026318428525,16 Handles,1999,105
40.7626082041198,-73.9600870013236,16 Handles,1353,148
40.7227654,-73.9972075,16 Handles,1160,121
40.771457,-73.965423,Ralph Lauren,14,76
40.723564,-74.002174,Ralph Lauren,1379,121
40.7771199,-73.96136,Ralph Lauren,1759,76
40.7134142518044,-74.0115552395582,Ralph Lauren,1998,121
40.771457,-73.965423,Ralph Lauren,14,76
40.77162,-73.9658199,Ralph Lauren,14,76
40.723148,-73.99472,Ralph Lauren,1160,121
40.723148,-73.99472,Ralph Lauren,1160,121
40.7219887,-73.9959564,Pinkberry,1160,121
40.7474585,-73.985879,Pinkberry,1518,20
40.7751784,-73.9538983,Pinkberry,1550,72
40.7424393,-74.0001373,Pinkberry,2076,104
40.729149,-74.000626,Pinkberry,1052,105
40.805478,-73.966252,Pinkberry,2016,94
40.777887897093,-73.982227417123,Pinkberry,1476,100
40.728778,-73.98883,Pinkberry,1161,124
40.740662,-73.982185,Pinkberry,2089,86
40.737224,-73.997268,Pinkberry,1140,105
40.7678582,-73.9838161,Pinkberry,795,13
40.757792140569,-73.966650830221,Pinkberry,761,21
40.7587928771973,-73.9919967651367,Pinkberry,944,13
40.757792140569,-73.966650830221,Pinkberry,761,21
40.805478,-73.966252,Pinkberry,2016,94
40.737224,-73.997268,Pinkberry,1140,105
40.728778,-73.98883,Pinkberry,1161,124
40.779037,-73.977188,Pinkberry,2162,99
40.7587928771973,-73.9919967651367,Pinkberry,944,13
40.7927837182238,-73.9733672653226,Pinkberry,1318,99
40.7837089,-73.9781498,Pinkberry,1475,99
40.7404239184353,-74.0046386071441,Pinkberry,2098,105
40.7678582,-73.9838161,Pinkberry,795,13
40.728778,-73.98883,Pinkberry,1161,124
40.7752457,-73.9538879,Pinkberry,1550,72
40.77222,-73.98189,Lululemon Athletica,1072,100
40.7655635,-73.9634214,Lululemon Athletica,1502,148
40.7217,-74.00053,Lululemon Athletica,1379,121
40.77222,-73.98189,Lululemon Athletica,1072,100
40.77222,-73.98189,Lululemon Athletica,1072,100
40.7358199,-73.99136,Lululemon Athletica,1544,104
40.7812799222011,-73.9815013987957,Lululemon Athletica,1477,99
40.7409899,-74.00587,Lululemon Athletica,2133,105
40.7409899,-74.00587,Lululemon Athletica,2133,105
40.7801246197477,-73.9595957629593,Lululemon Athletica,897,76
40.73792,-73.99278,Lululemon Athletica,946,104
40.72565,-74.00012,Lululemon Athletica,1687,121
40.72565,-74.00012,Lululemon Athletica,1687,121
40.748455,-73.9847488,Tasti D-Lite,1518,20
40.7693328857422,-73.9826431274414,Tasti D-Lite,1071,100
40.793476,-73.972061,Tasti D-Lite,1319,99
40.8066867291927,-73.9646755903959,Tasti D-Lite,2015,94
40.7305641,-73.9949341,Tasti D-Lite,768,105
40.793087,-73.971069,Tasti D-Lite,1043,99
40.7400093,-73.9851837,Tasti D-Lite,2089,86
40.7338448,-74.0030289,Tasti D-Lite,1838,105
40.7472115,-73.9766235,Tasti D-Lite,1138,82
40.7693328857422,-73.9826431274414,Tasti D-Lite,1071,100
40.7880242,-73.977052,Tasti D-Lite,1317,99
40.7831077575684,-73.9512557983398,Tasti D-Lite,2044,76
40.7480888,-73.9892667,Tasti D-Lite,742,20
40.7395020872355,-73.9990561455488,Tasti D-Lite,945,104
40.7527726,-73.973603,Tasti D-Lite,1006,21
40.774066,-73.959358,Tasti D-Lite,15,76
40.7598768174648,-73.9848411083221,Tasti D-Lite,745,20
40.7641317162802,-73.9687922882627,Tasti D-Lite,13,76
40.7599975168705,-73.9914185553789,Tasti D-Lite,944,13
40.7781296,-73.9531021,Tasti D-Lite,16,72
40.7696192711592,-73.954741358757,Tasti D-Lite,999,148
40.7586124,-73.9628462,Tasti D-Lite,761,21
40.784229,-73.97789,Tasti D-Lite,1475,99
40.8066867291927,-73.9646755903959,Tasti D-Lite,2015,94
40.735855,-73.992516,Tasti D-Lite,1544,104
40.7336562126875,-73.9897978305817,Tasti D-Lite,793,124
40.73428,-73.986046,Tasti D-Lite,2106,86
40.7755508,-73.9537277,Tasti D-Lite,1550,72
40.7293282,-73.9869308,Tasti D-Lite,2105,124
40.77932,-73.95589,Tasti D-Lite,18,76
40.7142826169729,-74.0066508203745,Tasti D-Lite,1998,121
40.749961,-73.981712,Tasti D-Lite,1429,82
40.7650689035654,-73.984148427844,Tasti D-Lite,795,13
40.7427336453872,-73.9804138571216,Tasti D-Lite,1293,82
40.759239,-73.968636,Tasti D-Lite,6,21
40.7693328857422,-73.9826431274414,Tasti D-Lite,1071,100
40.7598768174648,-73.9848411083221,Tasti D-Lite,745,20
40.793476,-73.972061,Tasti D-Lite,1319,99
40.7687488943338,-73.9612624794245,Tasti D-Lite,1503,148
40.7669397443533,-73.9565565437078,Tasti D-Lite,1481,148
40.7687298020107,-73.9918610153442,Tasti D-Lite,1783,13
40.76879,-73.95506,Tasti D-Lite,1481,148
40.78712,-73.9752,Tasti D-Lite,2142,99
40.76879,-73.95506,Tasti D-Lite,1481,148
40.7511286,-73.992471,Tasti D-Lite,742,20
40.7429886,-73.9805679,Tasti D-Lite,1293,82
40.78712,-73.9752,Tasti D-Lite,2142,99
40.7524175941944,-73.9859367907047,Tasti D-Lite,12,20
40.7429886,-73.9805679,Tasti D-Lite,1293,82
40.7142826169729,-74.0066508203745,Tasti D-Lite,1998,121
40.76879,-73.95506,Tasti D-Lite,1481,148
40.73484,-73.99221,Crumbs Bake Shop,794,105
40.7631625165048,-73.9831403466512,Crumbs Bake Shop,1027,20
40.7939536124468,-73.9666617661715,Crumbs Bake Shop,1044,99
40.746222,-73.982267,Crumbs Bake Shop,1294,20
40.7412421703339,-73.9940766245127,Crumbs Bake Shop,2076,104
40.7057377364724,-74.0116041898727,Crumbs Bake Shop,1369,40
40.7454362377016,-73.9944005012512,Crumbs Bake Shop,2084,104
40.791933410895,-73.973530622505,Crumbs Bake Shop,1318,99
40.8031998,-73.9670868,Crumbs Bake Shop,2129,94
40.752872,-73.987864,Crumbs Bake Shop,743,20
40.73484,-73.99221,Crumbs Bake Shop,794,105
40.7738027,-73.9574188,Crumbs Bake Shop,999,148
40.75802,-73.96956,Crumbs Bake Shop,6,21
40.78389,-73.95255,Crumbs Bake Shop,2044,76
40.7594208419323,-73.9743818342686,Crumbs Bake Shop,7,20
40.7631625165048,-73.9831403466512,Crumbs Bake Shop,1027,20
40.7412421703339,-73.9940766245127,Crumbs Bake Shop,2076,104
40.74633,-73.982597,Crumbs Bake Shop,1294,20
40.752696,-73.97586,Crumbs Bake Shop,1006,21
40.75727,-73.9894599,Crumbs Bake Shop,744,20
40.733364,-73.999374,Barnes And Noble,940,105
40.77901,-73.95545,Barnes And Noble,18,76
40.7371482849121,-73.9894027709961,Barnes And Noble,1544,104
40.7584647036612,-73.9692413806915,Barnes And Noble,6,21
40.7157803630162,-74.0119235513238,Barnes And Noble,1998,121
40.7421188,-73.993988,Barnes And Noble,2076,104
40.73819,-73.991554,Barnes And Noble,1544,104
40.77901,-73.95545,Barnes And Noble,18,76
40.77901,-73.95545,Barnes And Noble,18,76
40.73819,-73.991554,Barnes And Noble,1544,104
40.733364,-73.999374,Barnes And Noble,940,105
40.7371482849121,-73.9894027709961,Barnes And Noble,1544,104
40.7334233151102,-73.9995285086453,Barnes And Noble,940,105
40.7558,-73.97874,Barnes And Noble,1005,20
40.7493297,-73.9870454,Forever 21,1518,20
40.7348799,-73.99135,Forever 21,794,105
40.7348799,-73.99135,Forever 21,794,105
40.724235,-73.997192,Forever 21,1160,121
40.7582319527864,-73.9852783083916,Forever 21,744,20
40.761158,-73.974854,Forever 21,7,20
40.7593420983287,-73.976772741274,Forever 21,8,20
40.711573,-74.011425,Forever 21,1765,40
40.711573,-74.011425,Forever 21,1765,40
40.7941465912758,-73.9669066497376,Whole Foods,1044,99
40.74499,-73.99522,Whole Foods,2084,104
40.7598572,-73.9668655,Whole Foods,761,21
40.725116,-73.998977,Apple Store,1687,121
40.7637929574439,-73.9730206320159,Apple Store,10,20
40.7411104,-74.0053644,Apple Store,1078,104
40.7637929574439,-73.9730206320159,Apple Store,10,20
40.775066,-73.982635,Apple Store,20,100
40.7529545348933,-73.97689640522,Apple Store,1006,21
40.723244,-74.000504,Apple Store,1687,121
40.7637929574439,-73.9730206320159,Apple Store,10,20
40.773376,-73.964538,Apple Store,14,76
40.773376,-73.964538,Apple Store,14,76
40.7637929574439,-73.9730206320159,Apple Store,10,20
40.713401,-74.011673,Apple Store,1998,121
40.7099459603029,-74.0108076504289,Brooks Brothers,1765,40
40.760372,-73.976699,Brooks Brothers,8,20
40.7551162787024,-73.9776014462295,Brooks Brothers,1005,20
40.7406577640603,-73.9929908058742,Brooks Brothers,946,104
40.7602147758007,-73.9801371842623,Brooks Brothers,8,20
40.7391701,-73.9900589,Brooks Brothers,1544,104
40.7551162787024,-73.9776014462295,Brooks Brothers,1005,20
40.7811279,-73.9587936,Brooks Brothers,1955,76
40.7893657336715,-73.9760197738537,Brooks Brothers,746,99
